00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 2 à 2
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=956 R=1 S=06/10/24 E=06/10/24 +329 =298 -329
012 Belgian Interclubs 2024 - 2025 - Round 2
022 Various locations in Belgian Clubs
032 BEL
042 2024-10-06
052 2024-10-06
062 956
102 Cornet, Luc
001  854      Bracke, Milan                     2051           56855             0.0        853 b 0 
001  855      Vanhuyse, Nele                    1992           11669             1.0        856 w 1 
001  856      Moens, Patrick                    1881           32344             0.0        855 b 0 
001  857      Van Hoorebeke, Jimmy              1768           22519             1.0        858 w 1 
001  858      Lenders, Ivan                     1994           11572             0.0        857 b 0 
001  859      Twechuizen, Benjamin              1957           24698             1.0        860 w 1 
001  860      Maes, Fender                      1715           23871             0.0        859 b 0 
001  861      Bikady, Claude                    1925           81019             0.0        862 w 0 
001  862      Maltier, Benjamin                 2035           17296             1.0        861 b 1 
001  863      Denivet, Axel                     1912           82376             0.5        864 w = 
001  864      Gheury, Jean-Marie                1825           85341             0.5        863 b = 
001  865      Kreczman, Savinien                1774           12189             0.0        866 w 0 
001  866      Vertenoeil, Tom                   1878           16714             1.0        865 b 1 
001  867      De Pauw, Damien                   1876           69311             0.5        868 w = 
001  868      Visse, Bernard                    1786           60397             0.5        867 b = 
001  869      Lenoir, Thierry                   1788           60275             0.0        870 w 0 
001  870      Thiry, Jean-Christophe            2017           64386             1.0        869 b 1 
001  871      Lazrak, Sami                      1804           23286             1.0        872 w 1 
001  872      De Lombaerde, Yves                1738           82058             0.0        871 b 0 
001  873      Jijin, Thanmay                    1550           26527             0.0        874 w 0 
001  874      Frères, Hugo                      1792           23079             1.0        873 b 1 
001  875      Morard, Basile                    1633           21597             1.0        876 w 1 
001  876      Iachim, Sergiu                    1414           28268             0.0        875 b 0 
001  877      Carion, Sébastien                 2004           19700             0.5        878 w = 
001  878      Edwards, Geraint                  1981           13049             0.5        877 b = 
001  879      Mabille, Natacha                  1981           90611             1.0        880 w 1 
001  880      Bodart, Jeffrey                   1898           64998             0.0        879 b 0 
001  881      Frere, Eugène                     1744           17782             0.5        882 w = 
001  882      Assaf, Georges                    1806           16658             0.5        881 b = 
001  883      Vanhooren, Julien                 1789           23528             1.0        884 w 1 
001  884      Legrand, Arthur                   1692           20062             0.0        883 b 0 
001  885      Belva, Frédéric                   1961           91553             0.0        886 w 0 
001  886      Vukojevic Ferrari, Viktor         1876           11758             1.0        885 b 1 
001  887      Counet, Jean-Michel               2015           48011             1.0        888 w 1 
001  888      Glibert, Stéphane                 1949           73067             0.0        887 b 0 
001  889      Martin, Fabrice                   1855           65331             0.5        890 w = 
001  890      Dessomme, François                1941           74063             0.5        889 b = 
001  891      Couniot, Jacques                  1767           22688             0.5        892 w = 
001  892      Dumont, Vincent                   1769           92720             0.5        891 b = 
001  893      Cappon, Kaan                      1840           70645             0.0        894 w 0 
001  894      Van Elsacker, Jasper              1855           23713             1.0        893 b 1 
001  895      Aishajiang, Ehsan                 1770           17669             1.0        896 w 1 
001  896      Sofia, Tommaso                    1819           13408             0.0        895 b 0 
001  897      Gessis, Stavros                   1780           98412             0.0        898 w 0 
001  898      Abidin, Aysajan                   1788           17291             1.0        897 b 1 
001  899      De Coninck, Jonathan              1701           24398             0.0        900 w 0 
001  900      Ninane, Erwan                     1809           27304             1.0        899 b 1 
001  901      Letoret, Tim                      1858           22957             0.5        902 w = 
001  902      Bex, Lennert                      2025           11210             0.5        901 b = 
001  903      Kocur, Marc                       1842            3778             1.0        904 w 1 
001  904      Romanelli, Robert                 1801            5720             0.0        903 b 0 
001  905      Keiser, Marc                      1776           88951             0.0        906 w 0 
001  906      Tips, Tibo                        1838           13910             1.0        905 b 1 
001  907      Vandervoort, Michiel              1662           27328             0.0        908 w 0 
001  908      Buyens, Régis                     1707           50865             1.0        907 b 1 
001  909      Plumanns, Dieter                  2068           15555             1.0        910 w 1 
001  910      Garcia Benich, Luna Mabel         1641           29269             0.0        909 b 0 
001  911      Georges, Simon                    1635           23310             0.0        912 w 0 
001  912      Mueller, Norbert                  2037           95109             1.0        911 b 1 
001  913      Schillings, Peter                 1919           13554             1.0        914 w 1 
001  914      Pinet, Valentine                  1522           19029             0.0        913 b 0 
001  915      Dieu, Benoît                         0           29380             0.0        916 w 0 
001  916      Basic, Fiko                       1851           95051             1.0        915 b 1 
001  917      Verhaegen, Albert                 2021            1473             1.0        918 w 1 
001  918      Delcour, Errol                    1850           58092             0.0        917 b 0 
001  919      Jortay, Olivier                   1787           72427             0.0        920 w 0 
001  920      Burignat, Yohan                   1844           17208             1.0        919 b 1 
001  921      Coutton, Maxence                  1774           18798             0.5        922 w = 
001  922      Colson, Daniel                    1654           28512             0.5        921 b = 
001  923      Del Favero, Roman                 1619           23711             0.5        924 w = 
001  924      Lemesre, Alexis                   1599           22200             0.5        923 b = 
001  925      Menolascina, Francesco            1991           20412             1.0        926 w 1 
001  926      Dupuis, Cédric                    1918           96105             0.0        925 b 0 
001  927      Deneyer, Frank                    1862           98919             0.5        928 w = 
001  928      Godry, Adelin                     2007           12806             0.5        927 b = 
001  929      Henrotte, Corentin                1905           10295             1.0        930 w 1 
001  930      Luque Joris, Sébastien            1756           10859             0.0        929 b 0 
001  931      Fourrez, Nicolas                  1766           25111             0.0        932 w 0 
001  932      Wuillaume, Nathan                 1843           18828             1.0        931 b 1 
001  933      Mangez, Colin                     1798           27173             0.5        934 w = 
001  934      Albert, Julien                    1898           77381             0.5        933 b = 
001  935      Brunet Vrijens, Leo               1803           23372             0.0        936 w 0 
001  936      Khanalizadeh, Ahmad               1907           25386             1.0        935 b 1 
001  937      Oger, Daniel                      1878           83275             1.0        938 w 1 
001  938      Vinsous, Roman                    1831           26962             0.0        937 b 0 
001  939      Brunet, David                     1723           75566             1.0        940 w 1 
001  940      Van Brussel, Thomas               1747           21048             0.0        939 b 0 
001  941      Pollaris, Arnaud                  1915           26770             0.5        942 w = 
001  942      Tzoumacas, Georgios               1938           96024             0.5        941 b = 
001  943      Densing, Gerd                     1835           15878             1.0        944 w 1 
001  944      Dumovski, Nikola                     0           26892             0.0        943 b 0 
001  945      Santos Martins, Junior            1795           16821             0.0        946 w 0 
001  946      Schleck, Victor                   1756           99031             1.0        945 b 1 
001  947      Selyshchev, Artem                 1681           27242             0.0        948 w 0 
001  948      De Harlez, Guillaume              1798           60110             1.0        947 b 1 
001  949      Godesar, Ralph                    1925           99341             0.0        950 w 0 
001  950      Hammers, Michael                  1970           13201             1.0        949 b 1 
001  951      Krueger, Andre                    1990           61956             1.0        952 w 1 
001  952      Franken, Jean-Claude              1881           95010             0.0        951 b 0 
001  953      Nyssen, Christoph                 1832           99724             0.5        954 w = 
001  954      Rosskamp, Bob                     1921           95450             0.5        953 b = 
001  955      Fryns, Patrick                    1828           99945             1.0        956 w 1 
001  956      Bosten, Ralph                     1697           10349             0.0        955 b 0 
