00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 11 à 11
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=936 R=1 S=21/04/24 E=21/04/24 +305 =326 -305
012 Belgian Interclubs 2023 - 2024 - Round 11
022 Various locations in Belgian Clubs
032 BEL
042 2024-04-21
052 2024-04-21
062 936
102 Cornet, Luc
001  854      Melis, Wout                       1796           45501             0.5        853 b = 
001  855      De Clerck, Lucas                  1663           23772             0.0        856 w 0 
001  856      Van Simaeys, Axel                 1734           11752             1.0        855 b 1 
001  857      Torfs, Hendrik                    1639           24514             1.0        858 w 1 
001  858      Callens, Herman                   1632            8991             0.0        857 b 0 
001  859      Debucke, Jolan                    1819           13798             1.0        860 w 1 
001  860      Dechamps, Guido                   1865           24287             0.0        859 b 0 
001  861      Burms, Jeroen                     1748           25399             0.5        862 w = 
001  862      De Baets, Keano                   1767           14985             0.5        861 b = 
001  863      De Baets, Branko                  1677           14992             1.0        864 w 1 
001  864      Zatyko, Ferry                     1673           33421             0.0        863 b 0 
001  865      Thienpont, Xander                 1517           12451             0.0        866 w 0 
001  866      Van Hoorebeke, Jimmy              1760           22519             1.0        865 b 1 
001  867      De Rop, Gerry                     2126           45586             0.5        868 w = 
001  868      De Cuyper, Yago                   1883           17902             0.5        867 b = 
001  869      Bistiaux, Thomas                  1757            3531             1.0        870 w 1 
001  870      Baelen, Kristof                   1779           33413             0.0        869 b 0 
001  871      Dua, Wim                          1537           68748             0.5        872 w = 
001  872      De Saegher, Floris                   0           27449             0.5        871 b = 
001  873      Van Noten, Stijn                  1791           24422             1.0        874 w 1 
001  874      Verschraegen, Thomas              1947           34517             0.0        873 b 0 
001  875      Lahousse, Wouter                  1832           13870             1.0        876 w 1 
001  876      Cuypers, Dries                    1756           14605             0.0        875 b 0 
001  877      Wouters, Maarten                  1759           33138             1.0        878 w 1 
001  878      Ooms, Kylion                      1406           15665             0.0        877 b 0 
001  879      De Prycker, Wannes                1345           15070             0.5        880 w = 
001  880      Persoons, Bart                    1672            1538             0.5        879 b = 
001  881      Kuszelewski, Artur                1797           15783             1.0        882 w 1 
001  882      Lebon, Olivier                    1779           11173             0.0        881 b 0 
001  883      Raman, Simon                      1754           16540             1.0        884 w 1 
001  884      Demont, Yves                      1774           24996             0.0        883 b 0 
001  885      Van Bladel, Erik                  1660           45055             0.0        886 w 0 
001  886      Van Parys, Frederik               1739           19917             1.0        885 b 1 
001  887      Van Dorpe, Filip                  1567           15806             1.0        888 w 1 
001  888      Maes, Lander                      1452           19230             0.0        887 b 0 
001  889      Verstraeten, Jan                  1944           33316             0.5        890 w = 
001  890      Vanhauwaert, Kurt                 1718           46639             0.5        889 b = 
001  891      Gaelens, Joachim                  1569           17628             0.0        892 w 0 
001  892      Van Poucke, Simon                 1864            6467             1.0        891 b 1 
001  893      De Bode, Joren                    1613            7251             0.5        894 w = 
001  894      Prins, Ingmar                     1515           22952             0.5        893 b = 
001  895      Van Doorne, Stijn                 1514           15007             0.0        896 w 0 
001  896      Van Driessche, Filiep             1660            4707             1.0        895 b 1 
001  897      Barbier, Astrid                   1918           31518             1.0        898 w 1 
001  898      Carrijn, Bart                     1751           11017             0.0        897 b 0 
001  899      Cappelle, Gert-Jan                1734           12453             1.0        900 w 1 
001  900      Voiculescu-Holvad, Stefan         1754           27211             0.0        899 b 0 
001  901      Gellinck, Simon                   1620           16027             1.0        902 w 1 
001  902      De Meyer, Nicolas                 1589           23127             0.0        901 b 0 
001  903      Koops, Niels                         0           12212             1.0        904 w 1 
001  904      Litzba, Alexander                    0           25602             0.0        903 b 0 
001  905      Thienpondt, Mardoek               2025           10184             1.0        906 w 1 
001  906      Orban, Pieter-Jan                 1762           23247             0.0        905 b 0 
001  907      De Rycke, Killian                 1518           15710             0.0        908 w 0 
001  908      Plomp, Mateo                      1776           17780             1.0        907 b 1 
001  909      Vanacker, Jeroen                  1705           13352             1.0        910 w 1 
001  910      Declerck, Adriaan                 1453           21205             0.0        909 b 0 
001  911      Meert, Maarin                     1360           19738             0.5        912 w = 
001  912      Burssens, Maya                    1479           16894             0.5        911 b = 
001  913      Van Rij, Gert                     1803            8052             0.0        914 w 0 
001  914      Van De Velde, Koen                2063            9253             1.0        913 b 1 
001  915      Dhooge, Servaas                   1760           22643             0.0        916 w 0 
001  916      Bauwens, Steven                   1748           22161             1.0        915 b 1 
001  917      Clarisse, Eric                    1727           21359             0.0        918 w 0 
001  918      Van Heddeghem, Klaas              1628           50067             1.0        917 b 1 
001  919      Dhooge, Achiel                    1546            8401             0.5        920 w = 
001  920      Vandevelde, Koen                  1695           13899             0.5        919 b = 
001  921      Mouhsine, Rachid                  1766           21609             0.0        922 w 0 
001  922      Hematyar, Fardin                  1825           13903             1.0        921 b 1 
001  923      Maas, Joop                        1880           51071             0.5        924 w = 
001  924      De Vrieze, Sander                 1813           43044             0.5        923 b = 
001  925      Busselen, Lucas                   1656           22712             0.5        926 w = 
001  926      De Pooter, Ronald                 1814           13463             0.5        925 b = 
001  927      Sinke, Wim                        1872            5321             1.0        928 w 1 
001  928      Bolle, Maurice                    1355           23209             0.0        927 b 0 
001  929      Khorrami, Faraz                   1625           24466             1.0        930 w 1 
001  930      Roman, Hugo                       1672           29548             0.0        929 b 0 
001  931      Lambrecht, Milan                     0           26990             1.0        932 w 1 
001  932      Gjymshana, Erik                   1621           23071             0.0        931 b 0 
001  933      Decaestecker, Maarten             1601           21456             1.0        934 w 1 
001  934      Bleyaert, Stefaan                 1424           15630             0.0        933 b 0 
001  935      Voeten, Jean-Pierre               1226           21683             0.0        936 w 0 
001  936      Deman, Tomas                      1527           53538             1.0        935 b 1 
